num_date_time,answer
2 2020-08-26 00,1104.9043
2 2020-08-26 01,1108.949
2 2020-08-26 02,1104.3832
2 2020-08-26 03,1093.4178
2 2020-08-26 04,1091.1947
2 2020-08-26 05,1099.3827
2 2020-08-26 06,1202.6576
2 2020-08-26 07,1753.9071
2 2020-08-26 08,1991.064
2 2020-08-26 09,2084.831
2 2020-08-26 10,2063.7168
2 2020-08-26 11,2083.7188
2 2020-08-26 12,2067.4739
2 2020-08-26 13,2050.8628
2 2020-08-26 14,2044.034
2 2020-08-26 15,2052.371
2 2020-08-26 16,2012.0645
2 2020-08-26 17,1889.5833
2 2020-08-26 18,1650.6055
2 2020-08-26 19,1346.5021
2 2020-08-26 20,1249.4529
2 2020-08-26 21,1170.5234
2 2020-08-26 22,1127.0725
2 2020-08-26 23,1109.0934
2 2020-08-27 00,1098.3575
2 2020-08-27 01,1087.4962
2 2020-08-27 02,1080.807
2 2020-08-27 03,1064.0242
2 2020-08-27 04,1055.6936
2 2020-08-27 05,1065.2556
2 2020-08-27 06,1130.3739
2 2020-08-27 07,1486.7347
2 2020-08-27 08,1811.6405
2 2020-08-27 09,1894.8134
2 2020-08-27 10,1866.9857
2 2020-08-27 11,1873.4358
2 2020-08-27 12,1922.544
2 2020-08-27 13,1953.1943
2 2020-08-27 14,1931.2242
2 2020-08-27 15,1921.1523
2 2020-08-27 16,1900.7026
2 2020-08-27 17,1770.5732
2 2020-08-27 18,1577.4946
2 2020-08-27 19,1312.9216
2 2020-08-27 20,1217.4668
2 2020-08-27 21,1158.05
2 2020-08-27 22,1110.9847
2 2020-08-27 23,1107.1935
2 2020-08-28 00,1059.9614
2 2020-08-28 01,1058.1732
2 2020-08-28 02,1065.2196
2 2020-08-28 03,1054.8517
2 2020-08-28 04,1057.9047
2 2020-08-28 05,1062.0369
2 2020-08-28 06,1174.953
2 2020-08-28 07,1617.0322
2 2020-08-28 08,1901.7838
2 2020-08-28 09,1978.1832
2 2020-08-28 10,1961.7511
2 2020-08-28 11,2039.4957
2 2020-08-28 12,2017.0803
2 2020-08-28 13,2030.5457
2 2020-08-28 14,1993.3378
2 2020-08-28 15,1987.2395
2 2020-08-28 16,1951.4966
2 2020-08-28 17,1819.7179
2 2020-08-28 18,1591.6858
2 2020-08-28 19,1310.2262
2 2020-08-28 20,1212.0836
2 2020-08-28 21,1147.3956
2 2020-08-28 22,1104.1024
2 2020-08-28 23,1103.9047
2 2020-08-29 00,1068.5529
2 2020-08-29 01,1055.4811
2 2020-08-29 02,1012.69904
2 2020-08-29 03,1014.124
2 2020-08-29 04,1004.9426
2 2020-08-29 05,997.09906
2 2020-08-29 06,1025.935
2 2020-08-29 07,1104.7678
2 2020-08-29 08,1216.4512
2 2020-08-29 09,1235.7635
2 2020-08-29 10,1233.2837
2 2020-08-29 11,1243.5336
2 2020-08-29 12,1238.8977
2 2020-08-29 13,1249.5338
2 2020-08-29 14,1249.8926
2 2020-08-29 15,1251.3862
2 2020-08-29 16,1234.4213
2 2020-08-29 17,1240.8975
2 2020-08-29 18,1175.5466
2 2020-08-29 19,1120.7872
2 2020-08-29 20,1099.0011
2 2020-08-29 21,1089.15
2 2020-08-29 22,1088.4895
2 2020-08-29 23,1092.2627
2 2020-08-30 00,1066.6224
2 2020-08-30 01,1064.2502
2 2020-08-30 02,1058.7041
2 2020-08-30 03,1048.5728
2 2020-08-30 04,1043.3583
2 2020-08-30 05,1045.2917
2 2020-08-30 06,1045.1316
2 2020-08-30 07,1080.588
2 2020-08-30 08,1125.2252
2 2020-08-30 09,1167.9811
2 2020-08-30 10,1208.1609
2 2020-08-30 11,1226.2234
2 2020-08-30 12,1213.4907
2 2020-08-30 13,1218.5571
2 2020-08-30 14,1218.2344
2 2020-08-30 15,1217.7172
2 2020-08-30 16,1187.992
2 2020-08-30 17,1170.747
2 2020-08-30 18,1142.3792
2 2020-08-30 19,1107.4136
2 2020-08-30 20,1109.556
2 2020-08-30 21,1099.583
2 2020-08-30 22,1078.5576
2 2020-08-30 23,1073.5212
2 2020-08-31 00,1061.6696
2 2020-08-31 01,1049.6633
2 2020-08-31 02,1041.9465
2 2020-08-31 03,1018.1574
2 2020-08-31 04,1022.36096
2 2020-08-31 05,1029.8593
2 2020-08-31 06,1148.902
2 2020-08-31 07,1528.7095
2 2020-08-31 08,1838.8239
2 2020-08-31 09,1919.8485
2 2020-08-31 10,1901.984
2 2020-08-31 11,1879.974
2 2020-08-31 12,1883.6606
2 2020-08-31 13,1882.3735
2 2020-08-31 14,1903.8654
2 2020-08-31 15,1892.9763
2 2020-08-31 16,1861.3074
2 2020-08-31 17,1691.6987
2 2020-08-31 18,1466.899
2 2020-08-31 19,1269.7515
2 2020-08-31 20,1174.4924
2 2020-08-31 21,1116.4976
2 2020-08-31 22,1062.9371
2 2020-08-31 23,1077.4263
3 2020-08-25 00,3521.2131
3 2020-08-25 01,3517.8271
3 2020-08-25 02,3478.244
3 2020-08-25 03,3497.7651
3 2020-08-25 04,3503.66
3 2020-08-25 05,3498.7886
3 2020-08-25 06,3517.9946
3 2020-08-25 07,3541.1863
3 2020-08-25 08,3622.7002
3 2020-08-25 09,3610.0188
3 2020-08-25 10,3611.4082
3 2020-08-25 11,3583.4563
3 2020-08-25 12,3578.0579
3 2020-08-25 13,3548.8538
3 2020-08-25 14,3559.7434
3 2020-08-25 15,3564.8604
3 2020-08-25 16,3565.5425
3 2020-08-25 17,3561.8164
3 2020-08-25 18,3545.7588
3 2020-08-25 19,3528.251
3 2020-08-25 20,3536.2764
3 2020-08-25 21,3535.469
3 2020-08-25 22,3527.1174
3 2020-08-25 23,3511.9636
3 2020-08-26 00,3593.9312
3 2020-08-26 01,3579.2324
3 2020-08-26 02,3576.8953
3 2020-08-26 03,3602.5967
3 2020-08-26 04,3600.572
3 2020-08-26 05,3604.7876
3 2020-08-26 06,3646.071
3 2020-08-26 07,3702.077
3 2020-08-26 08,3691.0042
3 2020-08-26 09,3613.2148
3 2020-08-26 10,3602.9446
3 2020-08-26 11,3546.044
3 2020-08-26 12,3543.1375
3 2020-08-26 13,3552.1008
3 2020-08-26 14,3564.4983
3 2020-08-26 15,3559.0989
3 2020-08-26 16,3559.9136
3 2020-08-26 17,3564.9282
3 2020-08-26 18,3524.4797
3 2020-08-26 19,3510.411
3 2020-08-26 20,3553.0815
3 2020-08-26 21,3501.6028
3 2020-08-26 22,3483.0498
3 2020-08-26 23,3490.03
3 2020-08-27 00,3556.481
3 2020-08-27 01,3563.964
3 2020-08-27 02,3580.5007
3 2020-08-27 03,3597.7507
3 2020-08-27 04,3595.366
3 2020-08-27 05,3586.042
3 2020-08-27 06,3628.3965
3 2020-08-27 07,3669.2317
3 2020-08-27 08,3720.7886
3 2020-08-27 09,3606.7405
3 2020-08-27 10,3627.586
3 2020-08-27 11,3601.412
3 2020-08-27 12,3587.4065
3 2020-08-27 13,3595.553
3 2020-08-27 14,3627.4521
3 2020-08-27 15,3603.6433
3 2020-08-27 16,3596.0532
3 2020-08-27 17,3589.6567
3 2020-08-27 18,3534.5205
3 2020-08-27 19,3506.5535
3 2020-08-27 20,3491.655
3 2020-08-27 21,3476.3923
3 2020-08-27 22,3471.048
3 2020-08-27 23,3486.6736
3 2020-08-28 00,3542.9485
3 2020-08-28 01,3525.889
3 2020-08-28 02,3558.9087
3 2020-08-28 03,3578.9417
3 2020-08-28 04,3570.2517
3 2020-08-28 05,3559.823
3 2020-08-28 06,3596.4585
3 2020-08-28 07,3640.0098
3 2020-08-28 08,3651.9414
3 2020-08-28 09,3609.2993
3 2020-08-28 10,3685.24
3 2020-08-28 11,3580.903
3 2020-08-28 12,3585.671
3 2020-08-28 13,3589.7542
3 2020-08-28 14,3594.4062
3 2020-08-28 15,3586.2407
3 2020-08-28 16,3587.4233
3 2020-08-28 17,3584.7651
3 2020-08-28 18,3557.4968
3 2020-08-28 19,3498.282
3 2020-08-28 20,3483.2417
3 2020-08-28 21,3487.6433
3 2020-08-28 22,3478.237
3 2020-08-28 23,3491.4316
3 2020-08-29 00,3523.719
3 2020-08-29 01,3529.5955
3 2020-08-29 02,3527.4495
3 2020-08-29 03,3531.0522
3 2020-08-29 04,3524.5945
3 2020-08-29 05,3514.037
3 2020-08-29 06,3494.1665
3 2020-08-29 07,3529.4634
3 2020-08-29 08,3529.3975
3 2020-08-29 09,3447.76
3 2020-08-29 10,3445.5579
3 2020-08-29 11,3433.2397
3 2020-08-29 12,3435.6252
3 2020-08-29 13,3472.924
3 2020-08-29 14,3477.6306
3 2020-08-29 15,3461.1511
3 2020-08-29 16,3462.902
3 2020-08-29 17,3447.1926
3 2020-08-29 18,3453.1372
3 2020-08-29 19,3431.5288
3 2020-08-29 20,3442.8623
3 2020-08-29 21,3445.6943
3 2020-08-29 22,3440.5642
3 2020-08-29 23,3517.1233
3 2020-08-30 00,3514.6836
3 2020-08-30 01,3533.4736
3 2020-08-30 02,3523.896
3 2020-08-30 03,3519.8618
3 2020-08-30 04,3524.423
3 2020-08-30 05,3526.55
3 2020-08-30 06,3512.3142
3 2020-08-30 07,3530.8076
3 2020-08-30 08,3532.5708
3 2020-08-30 09,3428.3853
3 2020-08-30 10,3444.528
3 2020-08-30 11,3395.383
3 2020-08-30 12,3405.3918
3 2020-08-30 13,3448.2944
3 2020-08-30 14,3420.4338
3 2020-08-30 15,3395.7087
3 2020-08-30 16,3399.9143
3 2020-08-30 17,3407.7373
3 2020-08-30 18,3421.775
3 2020-08-30 19,3421.5798
3 2020-08-30 20,3419.169
3 2020-08-30 21,3414.7305
3 2020-08-30 22,3421.4443
3 2020-08-30 23,3451.8853
3 2020-08-31 00,3535.3933
3 2020-08-31 01,3550.7065
3 2020-08-31 02,3543.9995
3 2020-08-31 03,3537.6274
3 2020-08-31 04,3543.8752
3 2020-08-31 05,3555.9158
3 2020-08-31 06,3583.6475
3 2020-08-31 07,3609.7495
3 2020-08-31 08,3621.9414
3 2020-08-31 09,3532.6138
3 2020-08-31 10,3531.1196
3 2020-08-31 11,3520.0444
3 2020-08-31 12,3494.0505
3 2020-08-31 13,3595.2122
3 2020-08-31 14,3608.119
3 2020-08-31 15,3601.2798
3 2020-08-31 16,3597.946
3 2020-08-31 17,3572.7578
3 2020-08-31 18,3554.9011
3 2020-08-31 19,3541.3374
3 2020-08-31 20,3518.8223
3 2020-08-31 21,3532.3887
3 2020-08-31 22,3509.7498
3 2020-08-31 23,3505.2
4 2020-08-25 00,386.615
4 2020-08-25 01,381.94778
4 2020-08-25 02,366.75363
4 2020-08-25 03,370.72443
4 2020-08-25 04,419.6882
4 2020-08-25 05,361.32538
4 2020-08-25 06,415.11066
4 2020-08-25 07,404.7334
4 2020-08-25 08,776.9207
4 2020-08-25 09,1016.2252
4 2020-08-25 10,1091.7098
4 2020-08-25 11,1181.5542
4 2020-08-25 12,1155.4023
4 2020-08-25 13,1184.703
4 2020-08-25 14,1273.4523
4 2020-08-25 15,1285.0258
4 2020-08-25 16,1248.2839
4 2020-08-25 17,1220.7657
4 2020-08-25 18,1025.7361
4 2020-08-25 19,824.46497
4 2020-08-25 20,573.2332
4 2020-08-25 21,578.54407
4 2020-08-25 22,491.31274
4 2020-08-25 23,444.84766
4 2020-08-26 00,367.4878
4 2020-08-26 01,365.59833
4 2020-08-26 02,377.03348
4 2020-08-26 03,389.0907
4 2020-08-26 04,397.3462
4 2020-08-26 05,398.7357
4 2020-08-26 06,414.17566
4 2020-08-26 07,424.62387
4 2020-08-26 08,877.5402
4 2020-08-26 09,1244.5925
4 2020-08-26 10,1457.9495
4 2020-08-26 11,1488.3787
4 2020-08-26 12,1459.6974
4 2020-08-26 13,1478.8961
4 2020-08-26 14,1519.0173
4 2020-08-26 15,1545.04
4 2020-08-26 16,1473.4808
4 2020-08-26 17,1364.6827
4 2020-08-26 18,1135.0344
4 2020-08-26 19,917.50354
4 2020-08-26 20,727.4916
4 2020-08-26 21,629.4116
4 2020-08-26 22,473.344
4 2020-08-26 23,465.67755
4 2020-08-27 00,419.93536
4 2020-08-27 01,432.3789
4 2020-08-27 02,437.1445
4 2020-08-27 03,419.53937
4 2020-08-27 04,424.62622
4 2020-08-27 05,429.05493
4 2020-08-27 06,403.37036
4 2020-08-27 07,451.4809
4 2020-08-27 08,903.8426
4 2020-08-27 09,1407.0472
4 2020-08-27 10,1652.9749
4 2020-08-27 11,1713.2661
4 2020-08-27 12,1699.0555
4 2020-08-27 13,1695.0774
4 2020-08-27 14,1710.8306
4 2020-08-27 15,1697.5322
4 2020-08-27 16,1664.8179
4 2020-08-27 17,1609.9061
4 2020-08-27 18,1248.7087
4 2020-08-27 19,977.3981
4 2020-08-27 20,870.2837
4 2020-08-27 21,692.7782
4 2020-08-27 22,480.93182
4 2020-08-27 23,449.02957
4 2020-08-28 00,413.35406
4 2020-08-28 01,421.12317
4 2020-08-28 02,422.5616
4 2020-08-28 03,419.10788
4 2020-08-28 04,412.57532
4 2020-08-28 05,422.1843
4 2020-08-28 06,439.77103
4 2020-08-28 07,477.17487
4 2020-08-28 08,925.9142
4 2020-08-28 09,1409.1888
4 2020-08-28 10,1733.2507
4 2020-08-28 11,1797.8225
4 2020-08-28 12,1765.3737
4 2020-08-28 13,1800.2631
4 2020-08-28 14,1844.3722
4 2020-08-28 15,1870.4678
4 2020-08-28 16,1779.6927
4 2020-08-28 17,1645.1732
4 2020-08-28 18,1295.6975
4 2020-08-28 19,908.65625
4 2020-08-28 20,692.0453
4 2020-08-28 21,567.27844
4 2020-08-28 22,496.89505
4 2020-08-28 23,486.19873
4 2020-08-29 00,404.06458
4 2020-08-29 01,425.64105
4 2020-08-29 02,435.92957
4 2020-08-29 03,455.416
4 2020-08-29 04,441.60303
4 2020-08-29 05,454.67618
4 2020-08-29 06,461.20853
4 2020-08-29 07,472.27237
4 2020-08-29 08,1022.63873
4 2020-08-29 09,1334.6002
4 2020-08-29 10,1607.5583
4 2020-08-29 11,1683.9739
4 2020-08-29 12,1712.3494
4 2020-08-29 13,1736.418
4 2020-08-29 14,1789.1919
4 2020-08-29 15,1829.4305
4 2020-08-29 16,1830.3534
4 2020-08-29 17,1608.9257
4 2020-08-29 18,1285.2002
4 2020-08-29 19,899.34515
4 2020-08-29 20,655.6078
4 2020-08-29 21,543.3705
4 2020-08-29 22,450.29196
4 2020-08-29 23,475.25824
4 2020-08-30 00,402.4121
4 2020-08-30 01,421.46445
4 2020-08-30 02,424.97052
4 2020-08-30 03,450.63934
4 2020-08-30 04,455.5665
4 2020-08-30 05,452.72745
4 2020-08-30 06,455.9052
4 2020-08-30 07,455.35745
4 2020-08-30 08,741.6546
4 2020-08-30 09,1030.4946
4 2020-08-30 10,1247.3799
4 2020-08-30 11,1231.7699
4 2020-08-30 12,1228.9034
4 2020-08-30 13,1380.2386
4 2020-08-30 14,1319.6489
4 2020-08-30 15,1379.9009
4 2020-08-30 16,1286.0713
4 2020-08-30 17,1326.1602
4 2020-08-30 18,1133.9963
4 2020-08-30 19,947.2688
4 2020-08-30 20,964.9911
4 2020-08-30 21,946.5024
4 2020-08-30 22,795.72253
4 2020-08-30 23,756.1472
4 2020-08-31 00,422.8842
4 2020-08-31 01,397.40936
4 2020-08-31 02,366.41504
4 2020-08-31 03,368.57336
4 2020-08-31 04,358.33878
4 2020-08-31 05,361.02393
4 2020-08-31 06,364.58505
4 2020-08-31 07,377.73428
4 2020-08-31 08,670.3091
4 2020-08-31 09,958.9653
4 2020-08-31 10,1188.9259
4 2020-08-31 11,1219.245
4 2020-08-31 12,1221.5873
4 2020-08-31 13,1194.465
4 2020-08-31 14,1172.2874
4 2020-08-31 15,1191.8502
4 2020-08-31 16,1214.3972
4 2020-08-31 17,1145.8173
4 2020-08-31 18,1018.97766
4 2020-08-31 19,944.30347
4 2020-08-31 20,788.21564
4 2020-08-31 21,624.7545
4 2020-08-31 22,443.18686
4 2020-08-31 23,443.8916
5 2020-08-25 00,3125.1858
5 2020-08-25 01,3129.7554
5 2020-08-25 02,3071.109
5 2020-08-25 03,3093.5256
5 2020-08-25 04,3134.8296
5 2020-08-25 05,2845.3286
5 2020-08-25 06,2486.5457
5 2020-08-25 07,2386.5295
5 2020-08-25 08,2953.2139
5 2020-08-25 09,3199.1887
5 2020-08-25 10,3369.776
5 2020-08-25 11,3373.9958
5 2020-08-25 12,3264.496
5 2020-08-25 13,3193.061
5 2020-08-25 14,3192.9827
5 2020-08-25 15,3140.1787
5 2020-08-25 16,3041.7837
5 2020-08-25 17,2956.2273
5 2020-08-25 18,2814.6875
5 2020-08-25 19,3185.7153
5 2020-08-25 20,3247.8003
5 2020-08-25 21,3286.3875
5 2020-08-25 22,3237.5894
5 2020-08-25 23,3181.1355
5 2020-08-26 00,2973.4426
5 2020-08-26 01,3035.4976
5 2020-08-26 02,3079.4636
5 2020-08-26 03,3047.8198
5 2020-08-26 04,3085.7537
5 2020-08-26 05,2807.8894
5 2020-08-26 06,2541.8516
5 2020-08-26 07,2552.2285
5 2020-08-26 08,2921.838
5 2020-08-26 09,3021.6885
5 2020-08-26 10,3517.1138
5 2020-08-26 11,3504.214
5 2020-08-26 12,3367.5027
5 2020-08-26 13,3229.9585
5 2020-08-26 14,3226.0488
5 2020-08-26 15,3044.2227
5 2020-08-26 16,3009.492
5 2020-08-26 17,2862.683
5 2020-08-26 18,2613.6074
5 2020-08-26 19,3096.483
5 2020-08-26 20,3320.169
5 2020-08-26 21,3339.3093
5 2020-08-26 22,3276.9836
5 2020-08-26 23,3211.8416
5 2020-08-27 00,2932.9182
5 2020-08-27 01,2822.5625
5 2020-08-27 02,3131.5403
5 2020-08-27 03,3097.2363
5 2020-08-27 04,3264.7178
5 2020-08-27 05,3015.1611
5 2020-08-27 06,2617.2402
5 2020-08-27 07,2568.3098
5 2020-08-27 08,2730.723
5 2020-08-27 09,2748.757
5 2020-08-27 10,2710.019
5 2020-08-27 11,2803.8694
5 2020-08-27 12,2844.1606
5 2020-08-27 13,2875.96
5 2020-08-27 14,2883.0127
5 2020-08-27 15,2832.7107
5 2020-08-27 16,2735.5205
5 2020-08-27 17,2704.6116
5 2020-08-27 18,2459.6587
5 2020-08-27 19,2859.449
5 2020-08-27 20,3283.706
5 2020-08-27 21,3325.1018
5 2020-08-27 22,3316.65
5 2020-08-27 23,3323.3477
5 2020-08-28 00,3344.5574
5 2020-08-28 01,3196.0356
5 2020-08-28 02,3219.207
5 2020-08-28 03,3320.5618
5 2020-08-28 04,3351.3743
5 2020-08-28 05,3062.3916
5 2020-08-28 06,2533.7556
5 2020-08-28 07,2474.1162
5 2020-08-28 08,2693.7007
5 2020-08-28 09,2774.1255
5 2020-08-28 10,3123.351
5 2020-08-28 11,3328.5322
5 2020-08-28 12,3158.8684
5 2020-08-28 13,3078.4253
5 2020-08-28 14,3145.878
5 2020-08-28 15,3046.7947
5 2020-08-28 16,3029.7156
5 2020-08-28 17,2973.9517
5 2020-08-28 18,2649.4724
5 2020-08-28 19,3302.3896
5 2020-08-28 20,3561.7222
5 2020-08-28 21,3581.1401
5 2020-08-28 22,3561.5447
5 2020-08-28 23,3408.5688
5 2020-08-29 00,3349.8723
5 2020-08-29 01,3305.8037
5 2020-08-29 02,3222.4846
5 2020-08-29 03,3112.643
5 2020-08-29 04,3063.0469
5 2020-08-29 05,2648.5923
5 2020-08-29 06,2473.4111
5 2020-08-29 07,2444.035
5 2020-08-29 08,2637.3157
5 2020-08-29 09,2805.022
5 2020-08-29 10,2896.4055
5 2020-08-29 11,2959.0781
5 2020-08-29 12,2770.9128
5 2020-08-29 13,2868.2773
5 2020-08-29 14,2895.572
5 2020-08-29 15,2908.7683
5 2020-08-29 16,2938.687
5 2020-08-29 17,2828.885
5 2020-08-29 18,2545.1328
5 2020-08-29 19,3205.4558
5 2020-08-29 20,3364.9539
5 2020-08-29 21,3374.1238
5 2020-08-29 22,3314.9412
5 2020-08-29 23,3318.4294
5 2020-08-30 00,3176.3716
5 2020-08-30 01,3174.2837
5 2020-08-30 02,3199.408
5 2020-08-30 03,3215.8018
5 2020-08-30 04,3161.7966
5 2020-08-30 05,2708.0354
5 2020-08-30 06,2428.734
5 2020-08-30 07,2430.6814
5 2020-08-30 08,2771.5566
5 2020-08-30 09,2839.8916
5 2020-08-30 10,2817.0999
5 2020-08-30 11,2911.9326
5 2020-08-30 12,3063.8457
5 2020-08-30 13,3014.5432
5 2020-08-30 14,3070.3909
5 2020-08-30 15,3025.2446
5 2020-08-30 16,2916.0005
5 2020-08-30 17,2749.906
5 2020-08-30 18,2465.1387
5 2020-08-30 19,3071.474
5 2020-08-30 20,3236.3826
5 2020-08-30 21,3246.1323
5 2020-08-30 22,3304.5498
5 2020-08-30 23,3284.3425
5 2020-08-31 00,3076.495
5 2020-08-31 01,3036.3035
5 2020-08-31 02,3041.7559
5 2020-08-31 03,3021.7224
5 2020-08-31 04,3012.8647
5 2020-08-31 05,2760.865
5 2020-08-31 06,2567.8909
5 2020-08-31 07,2540.2788
5 2020-08-31 08,2818.261
5 2020-08-31 09,2995.8752
5 2020-08-31 10,3261.8945
5 2020-08-31 11,3260.2036
5 2020-08-31 12,3015.859
5 2020-08-31 13,3069.7053
5 2020-08-31 14,3101.61
5 2020-08-31 15,3072.2788
5 2020-08-31 16,2966.1265
5 2020-08-31 17,2816.846
5 2020-08-31 18,2696.095
5 2020-08-31 19,3065.3503
5 2020-08-31 20,3303.3655
5 2020-08-31 21,3296.9907
5 2020-08-31 22,3197.5735
5 2020-08-31 23,3127.5344
6 2020-08-25 00,664.9245
6 2020-08-25 01,634.3402
6 2020-08-25 02,628.06244
6 2020-08-25 03,629.01117
